entity1,entity2,weight,dates
Akshay Solanki,Narsing Naika,1,11-2020
B K Chawda,Narsing Naika,1,11-2020
Chawda,Narsing Naika,1,11-2020
Junagadh,Narsing Naika,1,11-2020
Narsing Naika,Vanthali,1,11-2020
Naika,Narsing Naika,1,11-2020
Narsing Naika,RAJKOT,1,11-2020
Narsing Naika,Santhalpur Dhal,1,11-2020
Akshay Solanki,Lusala village,1,11-2020
B K Chawda,Lusala village,1,11-2020
Chawda,Lusala village,1,11-2020
Junagadh,Lusala village,1,11-2020
Lusala village,Vanthali,1,11-2020
Lusala village,Naika,1,11-2020
Lusala village,RAJKOT,1,11-2020
Lusala village,Santhalpur Dhal,1,11-2020
Akshay Solanki,B K Chawda,1,11-2020
Akshay Solanki,Chawda,1,11-2020
Akshay Solanki,Junagadh,1,11-2020
Akshay Solanki,Vanthali,1,11-2020
Akshay Solanki,Naika,1,11-2020
Akshay Solanki,RAJKOT,1,11-2020
Akshay Solanki,Santhalpur Dhal,1,11-2020
B K Chawda,Chawda,1,11-2020
B K Chawda,Junagadh,1,11-2020
B K Chawda,Vanthali,1,11-2020
B K Chawda,Naika,1,11-2020
B K Chawda,RAJKOT,1,11-2020
B K Chawda,Santhalpur Dhal,1,11-2020
Chawda,Junagadh,1,11-2020
Chawda,Vanthali,1,11-2020
Chawda,Naika,1,11-2020
Chawda,RAJKOT,1,11-2020
Chawda,Santhalpur Dhal,1,11-2020
Junagadh,Naika,1,11-2020
Junagadh,Santhalpur Dhal,1,11-2020
Naika,Vanthali,1,11-2020
RAJKOT,Vanthali,1,11-2020
Santhalpur Dhal,Vanthali,1,11-2020
Naika,RAJKOT,1,11-2020
Naika,Santhalpur Dhal,1,11-2020
RAJKOT,Santhalpur Dhal,1,11-2020
Krishnagiri,Muthumallesh,1,11-2020
Krishnagiri,Nagarajan,1,11-2020
Krishnagiri,Sennamalam village,1,11-2020
Krishnagiri,M Nagarajan,1,11-2020
Jawalagiri,Krishnagiri,1,11-2020
Krishnagiri,M Muthumallesh,1,11-2020
KRISHNAGIR,Krishnagiri,1,11-2020
Muthumallesh,Nagarajan,1,11-2020
Muthumallesh,Sennamalam village,1,11-2020
Hosur,Muthumallesh,1,11-2020
M Nagarajan,Muthumallesh,1,11-2020
Jawalagiri,Muthumallesh,1,11-2020
M Muthumallesh,Muthumallesh,1,11-2020
KRISHNAGIR,Muthumallesh,1,11-2020
Nagarajan,Sennamalam village,1,11-2020
Hosur,Nagarajan,1,11-2020
M Nagarajan,Nagarajan,1,11-2020
Jawalagiri,Nagarajan,1,11-2020
M Muthumallesh,Nagarajan,1,11-2020
KRISHNAGIR,Nagarajan,1,11-2020
Hosur,Sennamalam village,1,11-2020
M Nagarajan,Sennamalam village,1,11-2020
Jawalagiri,Sennamalam village,1,11-2020
M Muthumallesh,Sennamalam village,1,11-2020
KRISHNAGIR,Sennamalam village,1,11-2020
Hosur,M Nagarajan,1,11-2020
Hosur,Jawalagiri,1,11-2020
Hosur,M Muthumallesh,1,11-2020
Hosur,KRISHNAGIR,1,11-2020
Jawalagiri,M Nagarajan,1,11-2020
M Muthumallesh,M Nagarajan,1,11-2020
KRISHNAGIR,M Nagarajan,1,11-2020
Jawalagiri,M Muthumallesh,1,11-2020
Jawalagiri,KRISHNAGIR,1,11-2020
KRISHNAGIR,M Muthumallesh,1,11-2020
Devel,KSRDPU,1,11-2020
Devel,HUBBALLI,1,11-2020
Devel,Gadag,1,11-2020
Devel,the Karnataka State Rural Development Panchayat Raj University,1,11-2020
Devel,Vishnukanth Chatpalli,1,11-2020
HUBBALLI,KSRDPU,1,11-2020
Gadag,KSRDPU,1,11-2020
KSRDPU,the Karnataka State Rural Development Panchayat Raj University,1,11-2020
KSRDPU,Vishnukanth Chatpalli,1,11-2020
Gadag,HUBBALLI,1,11-2020
HUBBALLI,the Karnataka State Rural Development Panchayat Raj University,1,11-2020
HUBBALLI,Vishnukanth Chatpalli,1,11-2020
Gadag,the Karnataka State Rural Development Panchayat Raj University,1,11-2020
Gadag,Vishnukanth Chatpalli,1,11-2020
Vishnukanth Chatpalli,the Karnataka State Rural Development Panchayat Raj University,1,11-2020
Jandiala,Sarwan Singh Pandher,2,11-2020
Jandiala,KMSC,3,11-2020
Jandiala,Punjab,2,"11-2020, 12-2020"
Jandiala,SAD,1,11-2020
CHANDIGARH,Jandiala,1,11-2020
Jandiala,Kisan Mazdoor Sangharsh Committee,2,11-2020
BKU Ekta Ugrahan,Jandiala,1,11-2020
Centre,Jandiala,2,11-2020
SAD,Sarwan Singh Pandher,1,11-2020
CHANDIGARH,Sarwan Singh Pandher,1,11-2020
BKU Ekta Ugrahan,Sarwan Singh Pandher,1,11-2020
KMSC,SAD,1,11-2020
CHANDIGARH,KMSC,1,11-2020
BKU Ekta Ugrahan,KMSC,1,11-2020
Kisan Mazdoor Sangharsh Committee,SAD,1,11-2020
CHANDIGARH,Kisan Mazdoor Sangharsh Committee,1,11-2020
BKU Ekta Ugrahan,CHANDIGARH,1,11-2020
BKU Ekta Ugrahan,Kisan Mazdoor Sangharsh Committee,2,"01-2021, 11-2020"
Gian Chand Gupta,Parliament,1,11-2020
Gian Chand Gupta,the Indian National Lok Dal,1,11-2020
Gian Chand Gupta,Haryana,1,11-2020
Gian Chand Gupta,INLD,1,11-2020
Congress,Gian Chand Gupta,1,11-2020
CHANDIGARH,Gian Chand Gupta,1,11-2020
Abhay Singh Chautala,Gian Chand Gupta,1,11-2020
Parliament,the Indian National Lok Dal,1,11-2020
INLD,Parliament,1,11-2020
Abhay Singh Chautala,Parliament,1,11-2020
Haryana,the Indian National Lok Dal,1,11-2020
INLD,the Indian National Lok Dal,1,11-2020
Congress,the Indian National Lok Dal,1,11-2020
CHANDIGARH,the Indian National Lok Dal,1,11-2020
Abhay Singh Chautala,the Indian National Lok Dal,1,11-2020
B Pugalendhi,G Chokkappan,1,11-2020
G Chokkappan,Vadipatti,1,11-2020
G Chokkappan,Madras,1,11-2020
Dindigul,G Chokkappan,1,11-2020
G Chokkappan,Madurai,1,11-2020
G Chokkappan,Kodaikanal,1,11-2020
G Chokkappan,MADURAI,1,11-2020
G Chokkappan,N Kirubakaran,1,11-2020
B Pugalendhi,Vadipatti,1,11-2020
B Pugalendhi,Dindigul,1,11-2020
B Pugalendhi,Kodaikanal,1,11-2020
B Pugalendhi,MADURAI,1,11-2020
Madras,Vadipatti,1,11-2020
Dindigul,Vadipatti,1,11-2020
Kodaikanal,Vadipatti,1,11-2020
MADURAI,Vadipatti,1,11-2020
N Kirubakaran,Vadipatti,1,11-2020
Dindigul,Madras,1,11-2020
Kodaikanal,Madras,1,11-2020
MADURAI,Madras,1,11-2020
Dindigul,MADURAI,1,11-2020
Dindigul,N Kirubakaran,1,11-2020
Kodaikanal,Madurai,1,11-2020
Kodaikanal,MADURAI,1,11-2020
Kodaikanal,N Kirubakaran,1,11-2020
MADURAI,N Kirubakaran,1,11-2020
Baghpat,Singh,1,11-2020
Gujjar,Singh,1,11-2020
Lucknow,Singh,1,11-2020
Sauraj Singh,Singh,1,11-2020
Bhartiya Kisan Union,Singh,1,11-2020
Pratap Gujjar,Singh,1,11-2020
Baghpat,Gujjar,1,11-2020
Baghpat,Sauraj Singh,1,11-2020
Baghpat,Bhartiya Kisan Union,2,11-2020
Baghpat,Pratap Gujjar,1,11-2020
Gujjar,Lucknow,1,11-2020
Gujjar,Sauraj Singh,1,11-2020
Bhartiya Kisan Union,Gujjar,1,11-2020
Gujjar,Pratap Gujjar,1,11-2020
Gujjar,UP,1,11-2020
Lucknow,Sauraj Singh,1,11-2020
Bhartiya Kisan Union,Lucknow,1,11-2020
Lucknow,Pratap Gujjar,1,11-2020
Bhartiya Kisan Union,Sauraj Singh,1,11-2020
Pratap Gujjar,Sauraj Singh,1,11-2020
Sauraj Singh,UP,1,11-2020
Bhartiya Kisan Union,Pratap Gujjar,1,11-2020
Bhartiya Kisan Union,UP,5,"01-2021, 11-2020, 12-2020"
Pratap Gujjar,UP,1,11-2020
Charanjit Singh,Kul Hind Kisan Sabha,1,11-2020
Banur,Kul Hind Kisan Sabha,1,11-2020
BKU,Kul Hind Kisan Sabha,1,11-2020
Kul Hind Kisan Sabha,Kurali,1,11-2020
Chandigarh,Kul Hind Kisan Sabha,1,11-2020
Jalandhar,Kul Hind Kisan Sabha,1,11-2020
Kul Hind Kisan Sabha,Punjab,1,11-2020
Kul Hind Kisan Sabha,Zirakpur,1,11-2020
Kul Hind Kisan Sabha,Lalru,1,11-2020
Kul Hind Kisan Sabha,Lakhowal,1,11-2020
Delhi,Kul Hind Kisan Sabha,1,11-2020
Kul Hind Kisan Sabha,Sohana,1,11-2020
Kul Hind Kisan Sabha,Panchkula,1,11-2020
Kul Hind Kisan Sabha,Sidhupur,1,11-2020
Kharar,Kul Hind Kisan Sabha,1,11-2020
Badala,Kul Hind Kisan Sabha,1,11-2020
Kul Hind Kisan Sabha,MOHALI,1,11-2020
Ambala,Kul Hind Kisan Sabha,1,11-2020
Kul Hind Kisan Sabha,Mohali,1,11-2020
BKU,Kul Hind Kisan Sabha,1,11-2020
Banur,Charanjit Singh,1,11-2020
BKU,Charanjit Singh,1,11-2020
Charanjit Singh,Kurali,1,11-2020
Chandigarh,Charanjit Singh,1,11-2020
Charanjit Singh,Jalandhar,1,11-2020
Charanjit Singh,Punjab,1,11-2020
Charanjit Singh,Zirakpur,1,11-2020
Charanjit Singh,Lalru,1,11-2020
Charanjit Singh,Lakhowal,1,11-2020
Charanjit Singh,Delhi,1,11-2020
Charanjit Singh,Sohana,1,11-2020
Charanjit Singh,Panchkula,1,11-2020
Charanjit Singh,Sidhupur,1,11-2020
Charanjit Singh,Kharar,1,11-2020
Badala,Charanjit Singh,1,11-2020
Charanjit Singh,MOHALI,1,11-2020
Ambala,Charanjit Singh,1,11-2020
Charanjit Singh,Mohali,1,11-2020
BKU,Charanjit Singh,1,11-2020
BKU,Banur,1,11-2020
Banur,Kurali,1,11-2020
Banur,Chandigarh,1,11-2020
Banur,Jalandhar,1,11-2020
Banur,Punjab,1,11-2020
Banur,Zirakpur,1,11-2020
Banur,Lalru,1,11-2020
Banur,Lakhowal,1,11-2020
Banur,Delhi,1,11-2020
Banur,Sohana,1,11-2020
Banur,Panchkula,1,11-2020
Banur,Sidhupur,1,11-2020
Banur,Kharar,1,11-2020
Badala,Banur,1,11-2020
Banur,MOHALI,1,11-2020
Ambala,Banur,1,11-2020
Banur,Mohali,1,11-2020
BKU,Banur,1,11-2020
BKU,Kurali,1,11-2020
BKU,Chandigarh,1,11-2020
BKU,Jalandhar,1,11-2020
BKU,Zirakpur,1,11-2020
BKU,Lalru,1,11-2020
BKU,Lakhowal,1,11-2020
BKU,Sohana,1,11-2020
BKU,Panchkula,1,11-2020
BKU,Sidhupur,2,"11-2020, 12-2020"
BKU,Kharar,1,11-2020
BKU,Badala,1,11-2020
BKU,MOHALI,1,11-2020
BKU,Mohali,1,11-2020
Chandigarh,Kurali,1,11-2020
Jalandhar,Kurali,1,11-2020
Kurali,Zirakpur,1,11-2020
Kurali,Lalru,1,11-2020
Kurali,Lakhowal,1,11-2020
Kurali,Sohana,1,11-2020
Kurali,Panchkula,1,11-2020
Kurali,Sidhupur,1,11-2020
Badala,Kurali,1,11-2020
Ambala,Kurali,1,11-2020
BKU,Kurali,1,11-2020
Chandigarh,Zirakpur,1,11-2020
Chandigarh,Lalru,1,11-2020
Chandigarh,Lakhowal,1,11-2020
Chandigarh,Sohana,1,11-2020
Chandigarh,Sidhupur,1,11-2020
Chandigarh,Kharar,1,11-2020
Badala,Chandigarh,1,11-2020
Ambala,Chandigarh,3,"11-2020, 12-2020"
Chandigarh,Mohali,1,11-2020
Jalandhar,Zirakpur,1,11-2020
Jalandhar,Lalru,1,11-2020
Jalandhar,Lakhowal,1,11-2020
Jalandhar,Sohana,1,11-2020
Jalandhar,Panchkula,2,"01-2021, 11-2020"
Jalandhar,Sidhupur,1,11-2020
Jalandhar,Kharar,1,11-2020
Badala,Jalandhar,1,11-2020
Jalandhar,MOHALI,1,11-2020
Ambala,Jalandhar,2,"01-2021, 11-2020"
Jalandhar,Mohali,1,11-2020
Punjab,Zirakpur,1,11-2020
Lalru,Punjab,4,11-2020
Punjab,Sohana,1,11-2020
Panchkula,Punjab,1,11-2020
Punjab,Sidhupur,1,11-2020
Badala,Punjab,1,11-2020
Lalru,Zirakpur,1,11-2020
Lakhowal,Zirakpur,1,11-2020
Delhi,Zirakpur,1,11-2020
Sohana,Zirakpur,1,11-2020
Panchkula,Zirakpur,1,11-2020
Sidhupur,Zirakpur,1,11-2020
Kharar,Zirakpur,1,11-2020
Badala,Zirakpur,1,11-2020
MOHALI,Zirakpur,1,11-2020
Ambala,Zirakpur,1,11-2020
Mohali,Zirakpur,1,11-2020
BKU,Zirakpur,1,11-2020
Lakhowal,Lalru,1,11-2020
Delhi,Lalru,4,11-2020
Lalru,Sohana,1,11-2020
Lalru,Panchkula,1,11-2020
Lalru,Sidhupur,1,11-2020
Kharar,Lalru,1,11-2020
Badala,Lalru,1,11-2020
Lalru,MOHALI,1,11-2020
Ambala,Lalru,4,11-2020
Lalru,Mohali,1,11-2020
BKU,Lalru,1,11-2020
Delhi,Lakhowal,1,11-2020
Lakhowal,Sohana,1,11-2020
Lakhowal,Panchkula,1,11-2020
Lakhowal,Sidhupur,1,11-2020
Kharar,Lakhowal,1,11-2020
Badala,Lakhowal,1,11-2020
Lakhowal,MOHALI,1,11-2020
Ambala,Lakhowal,1,11-2020
Lakhowal,Mohali,1,11-2020
Delhi,Sohana,1,11-2020
Delhi,Panchkula,2,"01-2021, 11-2020"
Delhi,Sidhupur,1,11-2020
Badala,Delhi,1,11-2020
Panchkula,Sohana,1,11-2020
Sidhupur,Sohana,1,11-2020
Kharar,Sohana,1,11-2020
Badala,Sohana,1,11-2020
MOHALI,Sohana,1,11-2020
Ambala,Sohana,1,11-2020
Mohali,Sohana,1,11-2020
BKU,Sohana,1,11-2020
Panchkula,Sidhupur,1,11-2020
Kharar,Panchkula,1,11-2020
Badala,Panchkula,1,11-2020
MOHALI,Panchkula,1,11-2020
Mohali,Panchkula,1,11-2020
BKU,Panchkula,1,11-2020
Kharar,Sidhupur,1,11-2020
Badala,Sidhupur,1,11-2020
MOHALI,Sidhupur,1,11-2020
Ambala,Sidhupur,1,11-2020
Mohali,Sidhupur,1,11-2020
BKU,Sidhupur,1,11-2020
Badala,Kharar,1,11-2020
Ambala,Kharar,1,11-2020
BKU,Kharar,1,11-2020
Badala,MOHALI,1,11-2020
Ambala,Badala,1,11-2020
Badala,Mohali,1,11-2020
BKU,Badala,1,11-2020
Ambala,MOHALI,1,11-2020
BKU,MOHALI,1,11-2020
Ambala,Mohali,2,"11-2020, 12-2020"
BKU,Mohali,2,"11-2020, 12-2020"
Ganesh Upadhyay,Uttarakhand,1,11-2020
Tejinder Singh Virk,Uttarakhand,3,"01-2021, 11-2020"
Terai Kisan Sabha,Uttarakhand,3,"01-2021, 11-2020"
Kisan Congress,Uttarakhand,1,11-2020
TKS,Uttarakhand,2,"01-2021, 11-2020"
Uttarakhand,the All India Kisan Sangharsh Coordination Committee,2,11-2020
Ganesh Upadhyay,Tejinder Singh Virk,1,11-2020
AIKSCC,Ganesh Upadhyay,1,11-2020
Ganesh Upadhyay,TOI,1,11-2020
Ganesh Upadhyay,Terai Kisan Sabha,1,11-2020
Congress,Ganesh Upadhyay,1,11-2020
Ganesh Upadhyay,Rudrapur,1,11-2020
Ganesh Upadhyay,Kisan Congress,1,11-2020
Ganesh Upadhyay,TKS,1,11-2020
Centre,Ganesh Upadhyay,1,11-2020
Ganesh Upadhyay,the All India Kisan Sangharsh Coordination Committee,1,11-2020
AIKSCC,Tejinder Singh Virk,1,11-2020
Tejinder Singh Virk,Terai Kisan Sabha,2,11-2020
Congress,Tejinder Singh Virk,1,11-2020
Rudrapur,Tejinder Singh Virk,2,"01-2021, 11-2020"
Kisan Congress,Tejinder Singh Virk,1,11-2020
TKS,Tejinder Singh Virk,1,11-2020
Centre,Tejinder Singh Virk,2,"01-2021, 11-2020"
Tejinder Singh Virk,the All India Kisan Sangharsh Coordination Committee,1,11-2020
AIKSCC,Terai Kisan Sabha,1,11-2020
AIKSCC,Kisan Congress,1,11-2020
AIKSCC,TKS,1,11-2020
TOI,Terai Kisan Sabha,1,11-2020
Kisan Congress,TOI,1,11-2020
TKS,TOI,1,11-2020
TOI,the All India Kisan Sangharsh Coordination Committee,2,11-2020
Congress,Terai Kisan Sabha,1,11-2020
Rudrapur,Terai Kisan Sabha,2,"01-2021, 11-2020"
Kisan Congress,Terai Kisan Sabha,1,11-2020
TKS,Terai Kisan Sabha,2,"01-2021, 11-2020"
Centre,Terai Kisan Sabha,2,"01-2021, 11-2020"
Terai Kisan Sabha,the All India Kisan Sangharsh Coordination Committee,1,11-2020
Congress,Rudrapur,5,"01-2021, 11-2020, 12-2020"
Congress,Kisan Congress,1,11-2020
Congress,TKS,1,11-2020
Kisan Congress,Rudrapur,1,11-2020
Rudrapur,TKS,2,"01-2021, 11-2020"
Centre,Rudrapur,8,"01-2021, 11-2020, 12-2020"
Rudrapur,the All India Kisan Sangharsh Coordination Committee,2,11-2020
Kisan Congress,TKS,1,11-2020
Centre,Kisan Congress,1,11-2020
Kisan Congress,the All India Kisan Sangharsh Coordination Committee,1,11-2020
Centre,TKS,2,"01-2021, 11-2020"
TKS,the All India Kisan Sangharsh Coordination Committee,1,11-2020
Thiruvaiyaru,Udayavar Arcot,1,11-2020
Mela Thiruppanthiruthi,Udayavar Arcot,1,11-2020
Kallanai,Udayavar Arcot,1,11-2020
PWD,Udayavar Arcot,1,11-2020
P Sugumaran,Udayavar Arcot,1,11-2020
Udayavar Arcot,the public works department,1,11-2020
Thiruvalampozhil,Udayavar Arcot,1,11-2020
Thanjavur,Udayavar Arcot,1,11-2020
Farmers Protection Association,Udayavar Arcot,1,11-2020
Mettur,Udayavar Arcot,1,11-2020
Thiruppanthiruthi,Udayavar Arcot,1,11-2020
Udayavar Arcot,Vellamperambur East,1,11-2020
Cauvery,Udayavar Arcot,1,11-2020
Mela Thiruppanthiruthi,Thiruvaiyaru,1,11-2020
Kallanai,Thiruvaiyaru,1,11-2020
PWD,Thiruvaiyaru,1,11-2020
Thiruvaiyaru,the public works department,1,11-2020
Thiruvaiyaru,Thiruvalampozhil,1,11-2020
Farmers Protection Association,Thiruvaiyaru,1,11-2020
Mettur,Thiruvaiyaru,1,11-2020
Thiruppanthiruthi,Thiruvaiyaru,1,11-2020
Thiruvaiyaru,Vellamperambur East,1,11-2020
Cauvery,Thiruvaiyaru,1,11-2020
Kallanai,Mela Thiruppanthiruthi,1,11-2020
Mela Thiruppanthiruthi,PWD,1,11-2020
Mela Thiruppanthiruthi,P Sugumaran,1,11-2020
Mela Thiruppanthiruthi,the public works department,1,11-2020
Mela Thiruppanthiruthi,Thiruvalampozhil,1,11-2020
Mela Thiruppanthiruthi,Thanjavur,1,11-2020
Farmers Protection Association,Mela Thiruppanthiruthi,1,11-2020
Mela Thiruppanthiruthi,Mettur,1,11-2020
Mela Thiruppanthiruthi,Thiruppanthiruthi,1,11-2020
Mela Thiruppanthiruthi,Vellamperambur East,1,11-2020
Cauvery,Mela Thiruppanthiruthi,1,11-2020
Kallanai,P Sugumaran,1,11-2020
Kallanai,the public works department,1,11-2020
Kallanai,Thiruvalampozhil,1,11-2020
Farmers Protection Association,Kallanai,1,11-2020
Kallanai,Mettur,1,11-2020
Kallanai,Thiruppanthiruthi,1,11-2020
Kallanai,Vellamperambur East,1,11-2020
P Sugumaran,PWD,1,11-2020
PWD,the public works department,2,"11-2020, 12-2020"
PWD,Thiruvalampozhil,1,11-2020
Farmers Protection Association,PWD,1,11-2020
PWD,Thiruppanthiruthi,1,11-2020
PWD,Vellamperambur East,1,11-2020
P Sugumaran,the public works department,1,11-2020
P Sugumaran,Thiruvalampozhil,1,11-2020
Farmers Protection Association,P Sugumaran,1,11-2020
Mettur,P Sugumaran,1,11-2020
P Sugumaran,Thiruppanthiruthi,1,11-2020
P Sugumaran,Vellamperambur East,1,11-2020
Cauvery,P Sugumaran,1,11-2020
Thiruvalampozhil,the public works department,1,11-2020
Thanjavur,the public works department,1,11-2020
Farmers Protection Association,the public works department,1,11-2020
Mettur,the public works department,1,11-2020
Thiruppanthiruthi,the public works department,1,11-2020
Vellamperambur East,the public works department,1,11-2020
Cauvery,the public works department,1,11-2020
Thanjavur,Thiruvalampozhil,1,11-2020
Farmers Protection Association,Thiruvalampozhil,1,11-2020
Mettur,Thiruvalampozhil,1,11-2020
Thiruppanthiruthi,Thiruvalampozhil,1,11-2020
Thiruvalampozhil,Vellamperambur East,1,11-2020
Cauvery,Thiruvalampozhil,1,11-2020
Farmers Protection Association,Thanjavur,1,11-2020
Thanjavur,Thiruppanthiruthi,1,11-2020
Thanjavur,Vellamperambur East,1,11-2020
Farmers Protection Association,Mettur,1,11-2020
Farmers Protection Association,Thiruppanthiruthi,1,11-2020
Farmers Protection Association,Vellamperambur East,1,11-2020
Cauvery,Farmers Protection Association,1,11-2020
Mettur,Thiruppanthiruthi,1,11-2020
Mettur,Vellamperambur East,1,11-2020
Cauvery,Mettur,3,"01-2021, 11-2020, 12-2020"
Thiruppanthiruthi,Vellamperambur East,1,11-2020
Cauvery,Thiruppanthiruthi,1,11-2020
Cauvery,Vellamperambur East,1,11-2020
Kisan Credit Card,Mumbai,1,11-2020
Kisan Credit Card,State Bank of India,1,11-2020
IFFCO Limited,Kisan Credit Card,1,11-2020
Kisan Credit Card,Yono Krishi,1,11-2020
Kisan Credit Card,Yono,1,11-2020
IFFCO,Kisan Credit Card,1,11-2020
Kisan Credit Card,eBazar,1,11-2020
IFFCO eBazar,Kisan Credit Card,1,11-2020
Kisan Credit Card,SBI,1,11-2020
Mumbai,State Bank of India,1,11-2020
IFFCO Limited,Mumbai,1,11-2020
Mumbai,Yono Krishi,1,11-2020
Mumbai,Yono,1,11-2020
IFFCO,Mumbai,2,"01-2021, 11-2020"
Mumbai,eBazar,1,11-2020
IFFCO eBazar,Mumbai,1,11-2020
Mumbai,SBI,1,11-2020
IFFCO Limited,State Bank of India,1,11-2020
State Bank of India,Yono Krishi,1,11-2020
State Bank of India,Yono,1,11-2020
IFFCO,State Bank of India,1,11-2020
State Bank of India,eBazar,1,11-2020
IFFCO eBazar,State Bank of India,1,11-2020
IFFCO Limited,Yono Krishi,1,11-2020
IFFCO Limited,Yono,1,11-2020
IFFCO,IFFCO Limited,1,11-2020
IFFCO Limited,eBazar,1,11-2020
IFFCO Limited,IFFCO eBazar,1,11-2020
IFFCO Limited,SBI,1,11-2020
Yono,Yono Krishi,1,11-2020
IFFCO,Yono Krishi,1,11-2020
Yono Krishi,eBazar,1,11-2020
IFFCO eBazar,Yono Krishi,1,11-2020
SBI,Yono Krishi,1,11-2020
IFFCO,Yono,1,11-2020
Yono,eBazar,1,11-2020
IFFCO eBazar,Yono,1,11-2020
SBI,Yono,1,11-2020
IFFCO,eBazar,1,11-2020
IFFCO,IFFCO eBazar,1,11-2020
IFFCO,SBI,1,11-2020
IFFCO eBazar,eBazar,1,11-2020
SBI,eBazar,1,11-2020
IFFCO eBazar,SBI,1,11-2020
Akbarpur,KANPUR,1,11-2020
KANPUR,PRV,1,11-2020
Auraiya,KANPUR,1,11-2020
KANPUR,Tulsiram Pandey,1,11-2020
Akbarpur Kotwali,KANPUR,1,11-2020
KANPUR,Kanpur,5,"01-2021, 11-2020, 12-2020"
Akbarpur,PRV,1,11-2020
Akbarpur,Auraiya,1,11-2020
Akbarpur,Tulsiram Pandey,1,11-2020
Akbarpur,Akbarpur Kotwali,1,11-2020
Akbarpur,Kanpur Dehat,1,11-2020
Akbarpur,Kanpur,1,11-2020
Auraiya,PRV,1,11-2020
PRV,Tulsiram Pandey,1,11-2020
Akbarpur Kotwali,PRV,1,11-2020
Kanpur Dehat,PRV,1,11-2020
Kanpur,PRV,1,11-2020
Auraiya,Tulsiram Pandey,1,11-2020
Akbarpur Kotwali,Auraiya,1,11-2020
Akbarpur Kotwali,Tulsiram Pandey,1,11-2020
Kanpur Dehat,Tulsiram Pandey,1,11-2020
Kanpur,Tulsiram Pandey,1,11-2020
Akbarpur Kotwali,Kanpur Dehat,1,11-2020
Akbarpur Kotwali,Kanpur,1,11-2020
Chowka village,Jalgaon,1,11-2020
AURANGABAD,Jalgaon,1,11-2020
Jalgaon,Tukaram Sonawne,1,11-2020
AURANGABAD,Chowka village,1,11-2020
Chowka village,Tukaram Sonawne,1,11-2020
AURANGABAD,Tukaram Sonawne,1,11-2020
Jatinderpal Singh,Russia,1,11-2020
Machhiwara,Russia,1,11-2020
India,Russia,1,11-2020
Canada,Russia,1,11-2020
Gurcharan Singh,Russia,1,11-2020
LUDHIANA,Russia,1,11-2020
Jatinderpal Singh,Machhiwara,1,11-2020
India,Jatinderpal Singh,1,11-2020
Canada,Jatinderpal Singh,1,11-2020
Gurcharan Singh,Jatinderpal Singh,1,11-2020
Jatinderpal Singh,LUDHIANA,1,11-2020
India,Machhiwara,1,11-2020
Canada,Machhiwara,1,11-2020
Gurcharan Singh,Machhiwara,1,11-2020
Canada,India,4,"11-2020, 12-2020"
Gurcharan Singh,India,1,11-2020
Canada,Gurcharan Singh,1,11-2020
Canada,LUDHIANA,2,"11-2020, 12-2020"
Gurcharan Singh,LUDHIANA,1,11-2020
BS Yediyurappa,Mahatma Gandhi Nagar Vikas Yojana,1,11-2020
BS Yediyurappa,Yediyurappa,1,11-2020
BS Yediyurappa,Premanand Shetty,1,11-2020
BS Yediyurappa,MGNVY,1,11-2020
BS Yediyurappa,MCC,1,11-2020
BJP,BS Yediyurappa,1,11-2020
BS Yediyurappa,TOI,1,11-2020
BS Yediyurappa,D Vedavyas Kamath,1,11-2020
BS Yediyurappa,MANGALURU,1,11-2020
BS Yediyurappa,Diwakar,1,11-2020
Mahatma Gandhi Nagar Vikas Yojana,Yediyurappa,1,11-2020
Mahatma Gandhi Nagar Vikas Yojana,Premanand Shetty,1,11-2020
MGNVY,Mahatma Gandhi Nagar Vikas Yojana,1,11-2020
MCC,Mahatma Gandhi Nagar Vikas Yojana,1,11-2020
BJP,Mahatma Gandhi Nagar Vikas Yojana,1,11-2020
Mahatma Gandhi Nagar Vikas Yojana,TOI,1,11-2020
D Vedavyas Kamath,Mahatma Gandhi Nagar Vikas Yojana,1,11-2020
MANGALURU,Mahatma Gandhi Nagar Vikas Yojana,1,11-2020
Diwakar,Mahatma Gandhi Nagar Vikas Yojana,1,11-2020
Premanand Shetty,Yediyurappa,1,11-2020
MGNVY,Yediyurappa,1,11-2020
MCC,Yediyurappa,1,11-2020
BJP,Yediyurappa,1,11-2020
TOI,Yediyurappa,1,11-2020
D Vedavyas Kamath,Yediyurappa,1,11-2020
MANGALURU,Yediyurappa,1,11-2020
Diwakar,Yediyurappa,1,11-2020
MGNVY,Premanand Shetty,1,11-2020
MCC,Premanand Shetty,1,11-2020
BJP,Premanand Shetty,1,11-2020
Premanand Shetty,TOI,1,11-2020
D Vedavyas Kamath,Premanand Shetty,1,11-2020
MANGALURU,Premanand Shetty,1,11-2020
Diwakar,Premanand Shetty,1,11-2020
MCC,MGNVY,1,11-2020
BJP,MGNVY,1,11-2020
MGNVY,TOI,1,11-2020
D Vedavyas Kamath,MGNVY,1,11-2020
MANGALURU,MGNVY,1,11-2020
Diwakar,MGNVY,1,11-2020
BJP,MCC,1,11-2020
MCC,TOI,1,11-2020
D Vedavyas Kamath,MCC,1,11-2020
MANGALURU,MCC,1,11-2020
Diwakar,MCC,1,11-2020
BJP,D Vedavyas Kamath,1,11-2020
BJP,MANGALURU,1,11-2020
BJP,Diwakar,1,11-2020
